review,Hotel#General,Hotel#Price,Hotel#Designs_Features,Hotel#Cleanliness,Hotel#Comfort,Hotel#Quality,Hotel#Miscellaneous,Rooms#General,Rooms#Price,Rooms#Designs_Features,Rooms#Cleanliness,Rooms#Comfort,Rooms#Quality,Rooms#Miscellaneous,Room_amenities#General,Room_amenities#Price,Room_amenities#Designs_Features,Room_amenities#Cleanliness,Room_amenities#Comfort,Room_amenities#Quality,Room_amenities#Miscellaneous,Facilities#General,Facilities#Price,Facilities#Designs_Features,Facilities#Cleanliness,Facilities#Comfort,Facilities#Quality,Facilities#Miscellaneous,Service#General,Location#General,Food_Drinks#Price,Food_Drinks#Quality,Food_Drinks#Style_Options,Food_Drinks#Miscellaneous
"khách sạn sạch se, nhân viên dễ thương, phòng có cửa sổ thoáng mát, đường vào khách sạn hơi dốc và nhỏ, gần trung tâm nên đi lại cũng dễ. đáng để mọi người trai nghiệm",Positive,,,Positive,,,Negative,,,Positive,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
Mọi thứ ok so với giá phòng. Nhưng cách âm vẫn kém. Karaoke bên khách sạn bên cạnh vẫn nghe thấy,Positive,,,,,,,,Positive,Negative,,,,,,,,,,,,,,,,,,,,,,,,
Khách sạn dịch vụ tốt và rất thân thiện,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Phòng sạch sẽ, thơm, khô ráo, không ẩm ướt",,,,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,
"Yên tĩnh để nghỉ ngơi, vị trí đẹp tuy nhiên bãi tắm không đẹp",,,,,Positive,,,,,,,,,,,,,,,,,,,Negative,,,,,,Positive,,,,
Nhân viên thân thiện lần sau sẽ quay lại ❤️,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"- vị trí (6/10): rất xa trung tâm, đường đi buổi tối rất tối và nguy hiểm - cảnh quan (10/10) - đồ ăn sáng (8/10) - nhân viên: (7/10) các bạn lễ tân thì rất nhiệt tình hỗ trợ, còn mấy bạn nam làm ở khu ngay cạnh chỗ bãi để xe máy thì không hiểu làm gì nhưng thấy khách mới đến cũng không chỉ dẫn chào hỏi gì, chỉ bảo mình là “không được đi đường này” xong ngồi cười cợt nói chuyện :( - phòng ốc (6/10): nội thất đã cũ, có kiến, khu vực sử dụng chung của villa còn lõng bõng nước trên sàn và bụi bẩn, mình book phòng deluxe view hồ nhưng view chỉ có 1 chút hồ, còn lại là bãi cỏ và toàn view sang các nhà đối diện, nói chung view phòng làm mình thất vọng",,,Positive,Negative,,,,Negative,,,Negative,,Negative,,,,,,,,,,,,,,,,Positive,Negative,,Positive,,
khách sạn rất tồi với dịch vụ rất kém. Bữa ăn sáng rất dở. Nhân viên thiếu thân thiện. Rất cứng nhắc trong giải quyết các vấn đề phát sinh. Không nên ở khách sạn này.,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,Negative,,
"Phòng hư hỏng thiết bị trong phòng tắm, thức ăn sáng ăn vào bị đau bụng. Đồ nguội lạnh và để lâu ngày",,,,,,,,,,,,,,,,,,,,Negative,,,,,,,,,,,,,,Negative
"tuyệt, đồ ăn ság hơi mặn chút",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,
"Xin chào, mình đặt phòng giường đôi nhưng khi nhận phòng lần đầu tiên thì mình được nhận phòng 2 giường, rác không đổ và nước không thay mới. Xuống làm việc với lễ tân thì được chuyển sang phòng khác 1 giường đôi nhưng chất lượng phòng không như mong đợi khi cần defect nhiều chỗ trong phòng. Thanks",,,,,,,,Negative,,,Negative,,,,,,,,,,,,,,,,,,,,,,,
"Mình trải nghiệm phòng sạch sẽ, lễ tân dễ thương có nhịp lần sau mình lại ghé",Positive,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"Khách sạn sạch sẽ, nhân viên nhiệt tình và gần trung tâm, mình rất hài lòng với trải nghiệm ở đây.",,,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"khách sạn mới, sạch sẽ, nhân viên nhiệt tình vui vẻ!",,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Mình ở fusion nhìu rồi nhân viên cực kỳ dễ thương, đợt Tết đi hơi đông nhưng check in check out rất nhanh gọn lẹ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Resort rộng, nhiều cây xanh mát. Bãi biển sạch đẹp. Bungalow phòng tắm rộng, đa số có bồn tắm cũng thú vị. Hồ bơi rộng hướng biển, có hồ trẻ em 50cm. Không gian ăn tối ngoài trời thoáng mát, có ca sĩ nhạc nhẹ. Nhân viên thân thiện nhiệt tình. Phòng trang trí bình thường, không ấn tượng, bồn tắm lâu đầy nước. Ăn sáng ít món, không có món cháo cho trẻ em??? Ăn tối giá không rẻ, không hấp dẫn. cửa kính phòng tắm bungalow thông ra giếng trời không chắc chắn, không an toàn.",,,Positive,,,,,,,Neutral,,,,,,,Neutral,,,Negative,Negative,Positive,,Positive,Positive,,,,Positive,,Negative,Negative,Negative,
"Cảm ơn khách sạn đã cho vợ chồng tôi có kì nghỉ thoải mái, khách sạn view đẹp, sạch sẽ, sảnh chờ chill, nhân viên thân thiện nhiệt tình",Positive,,Positive,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Nhân viên không niềm nở. Khách sạn cơ sở vật chất xuống cấp. Mình đặt 4 phòng, phòng thì thiếu dép, phòng thì hư tivi, phòng thì hôi cống kỹ thuật không khắc phục được, phòng thì thiếu khăn tắm. Đồ ăn sáng rất tệ, ít món, không refill. Cảnh quan xung quanh không chăm chút, rác nhiều",Negative,,Negative,,,Negative,,,,,,,,,,,Negative,,,Negative,,,,,,,,,Negative,,,Negative,Negative,
Dịch vụ khách sạn cũng khá ok tuy nhiên mình nhờ lễ tân gọi hộ taxi mà họ để mình ngồi chờ xong chờ mất hút luôn.,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
Khách sạn tuy nhỏ nhưng khá ổn Đi trong thời gian sale sập sàn vì corona,Positive,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lễ tân chu đáo. Phòng sạch sẽ.,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"Vị trí thuận lợi. Phòng ốc khá mới và sạch. Khung cảnh yên bình, có vườn cây sau khách sạn. Thức ăn không quá phong phú nhưng rất ngon và hợp khẩu vị.",,,Positive,,Positive,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,,Positive,,Positive,Negative,
"Khách sạn nằm ở khu yên tĩnh, thích hợp nghỉ dưỡng. Trong khuôn viên còn có vườn dâu, vườn rau để tham quan cũng khá dễ thương, có thể mua cây trong đó về trồng.",Positive,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,
"nhân viên dễ thương, thân thiện, phòng sạch sẽ, nội thất đơn giản nhưng tốt, buffet sáng ok",,,,,,,,,,,Positive,,,,,,Positive,,,,,,,,,,,,Positive,,,Positive,,
Tôi để quên áo sơ mi nhưng không nhận lại được.,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ăn sáng hơi ít món, chưa đa dạng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,
Phòng rộng sạch sẽ ngay khu trung tâm đi lại thuận tiện,,,,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,,Positive,,,,
"Khung cảnh đẹp, phòng sạch sẽ, nhân viên thân thiện và chuyên nghiệp",Positive,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"Khách sạn chuẩn 4 sao, sạch sẽ đẹp và nhân viên nhiệt tình vui vẻ",Positive,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Gia đình tôi đã có 1 kỳ nghỉ tuyệt vời. Resort rất sạch, đẹp, nhân viên thân thiện.",,,Positive,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Chất lượng 3 sao, dịch vụ tệ",Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phòng rộng rãi, sạch sẽ, đẹp, mình rất hài lòng, mong sẽ duy trì được dịch vụ này, view tầng 28 rất đẹp luôn nha, chỉ bất tiện nếu đi vào T7 cuối tuần mọi người sẽ phải đợi thang máy lâu.",,,,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,Negative,,,,,,
"Dịch vụ oke, ngay trung tâm thuận tiện cho việc đi lại tham quan các nơi.",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,
Rat thich luon se quay lai do nhe,Positive,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn sạch đẹp, nhân viên nhiệt tình. Sẽ quay lại lần sau khi tới Đà Lạt",Positive,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
Tôi hài lòng với chuyến đi này,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nhân viên dễ thương, nhiệt tình.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Phòng đẹp, sạch sẽ, nhân viên nice, sẽ quay lại ♥️",Positive,,,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"Phòng không được dọn dẹp sạch sẽ, chăn gối đầy tóc và hôi, mọi thứ trong phòng đều rất bẩn, không cách âm. Nhân viên không nhiệt tình",,,,,,,,,,Negative,Negative,,,,,,,Negative,,,,,,,,,,,Negative,,,,,
"Khách sạn mới, nội thất đẹp, view đẹp, buffet ngon nhưng món chưa phong phú lắm. Nhân viên thân thiện, lịch sự. Tuy nhiên, hồ bơi nhỏ nên khi mình lên thì có mấy gia đình thì đã chật quá nên không tắm luôn. Ngoài ra, cách âm chưa tốt, phòng kế bên mở cửa và tiếng em bé khóc là bên này nghe rõ. Giờ check in trễ quá: 15h mà giờ check out thì sớm quá: 12h, thấy quy định trễ là tính tới 30% giá phòng thì hơi cao.",Positive,,Positive,,,,,,Negative,Negative,,,,,,,,,,,,,,Negative,,,,,Positive,,,Positive,Negative,
"- Khách sạn sạch sẽ, nhân viên rất thân thiện, đặt biệt cảm ơn Mr Duy bên nhà hàng đã hỗ trợ chu đáo, còn làm thêm ly trà gừng cho em bé giúp bé đỡ bệnh. Nhất định mình sẽ quay lại.",Positive,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
Phòng ốc dịch vụ giống hình ảnh. Hài lòng,Positive,,,,Positive,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phòng ốc sạch sẽ, thoáng mát đầy đủ tiện nghi. Dịch vụ tốt. Điểm trừ ở đây là rất hay mất điện, và điều hoà không được mát lắm!! Và thiếu xà bông rửa tay cũng là một chút tiện nghi.",,,,,,,Negative,,,,Positive,Positive,,,Positive,,Negative,,,Negative,,,,,,,,,,,,,,
Buffet sáng nhiều món nhưng rất èo ọt!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,Positive,
"Phòng cũ, tiện nghi không xứng với 4 sao, ăn sáng dở và ít món",,,,,,Negative,,,,Negative,,,,,,,,,,,,,,,,,,,,,,Negative,Negative,
"khách sạn 3 sao nhưng rất chất lượng...trong phòng chuẩn bị rất chu đáo, ăn sáng ok.",,,,,,Positive,,Positive,,,,,,,,,,,,,,,,,,,,,,,,Positive,,
Phòng rất đẹp và thoải mái. Nhân viên phục vụ rất tốt và vui vẻ.,,,,,,,,,,Positive,,Positive,,,,,,,,,,,,,,,,,Positive,,,,,
Dịch vụ phòng và lễ tân thái độ nice,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Khách sạn đẹp, sạch sẽ, nhân viên thân thiện!",,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Lần đầu tiên mình đặt phòng trên app, thật may là book được khách sạn quá ư là tuyệt với, khách sạn mới xây nên mọi thứ đều mới, phòng đẹp, sạch sẽ☺️ Đặc biệt là nhân viên khách sạn rất thân thiện Nếu đi Đà Lạt lại mình sẽ tiếp tục ghé ở đây",Positive,,Positive,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"Phòng y hình, nhân viên nhiệt tình vui vẻ",,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Khách sạn support khách rất tốt, vị trí trung tâm, phòng ốc được dọn sạch sẽ mỗi ngày, lễ tân dễ thương, chắc chắn quay lại.",Positive,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
Khách sạn sạch sẽ đẹp. Nhân viên thân thiện.,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Đắn đo chọn mãi vì khách sạn cũng hơi xa nhưng cảm thấy mình chọn khách sạn là đúng. Mọi thứ rất tuyệt vời với nhà mình từ lúc in đến out , nhân viên tất cả bộ phận đều rất thân thiện và giúp đỡ nhà mình để có một kỳ nghỉ trọn vẹn tại ks. Lần sau có duyên sẽ lại ủng hộ khách sạn tiếp ❤️",Positive,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,Positive,Negative,,,,
"Nhân viên rất dễ thương và lịch sự Chất lượng resort tốt, phòng ốc sạch sẽ, rất thoáng. Hồ bơi, phòng gym tốt. Bãi biển riêng sạch sẽ. Sẽ quay lại lần sau",Positive,,,,,Positive,,,,Positive,Positive,,,,,,,,,,,,,,Positive,,Positive,,,,,,,
"không khí mát mẻ, gần biển, tuy nhiên hơi nhiều muỗi",,,Positive,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,
Chắc chắn sẽ quay lại lần nữa!,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"phòng giống hình, sạch sẽ, thoải mái, chủ nhà nhiệt tình, giá cả bình dân",,Positive,,,,,,Positive,,,Positive,Positive,,,,,,,,,,,,,,,,,Positive,,,,,
"Khách sạn đẹp, buffet sáng rất ngon.",,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,
"Kỷ niệm đáng nhớ với nơi đây. Trên mức hài lòng,mình chỉ thấy tuyệt vời khi nghỉ dưỡng tại đây. Mình đã đúng khi chọn khách sạn này!",Positive,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phòng hơi nhỏ. đã có dấu hiệu cũ kĩ. không tương xứng với chất lượng 3 sao,,,,,,Negative,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,
"Trải nghiệm tốt. Phòng sach sẽ, tiện nghi. Không gian thoáng mát nhiều cây xanh.....",,,Positive,,Positive,,,,,,Positive,,,,Positive,,,,,,,,,,,,,,,,,,,
"Phòng sạch sẽ, thoải mái, lễ tân linh động",,,,,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,Positive,,,,,
"Phòng ở tốt, mới và hiện đại. Đồ ăn sáng chưa hấp dẫn lắm.",,,,,,,,Positive,,Positive,,,,,,,,,,,,,,,,,,,,,,Negative,,
"Mình đã ở đây lần thứ 2 rồi, lần nào cũng ok hết, sạch sẽ, phục vụ tận tình. Đi bộ ra chợ cũng gần",Positive,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Khách sạn sạch sẽ, nhân viên thân thiện, nhiệt tình. Buffe sáng khá ổn",,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,Positive,,
"Tôi có kỳ nghỉ cùng giá đình và bạn bè ở tại đây thật tuyệt. Phòng đẹp chất lượng. Chất lượng phục vụ tốt, nhiệt tình. Hợp với giá tiền.",,Positive,,,Positive,,,,,Positive,,,Positive,,,,,,,,,,,,,,,,Positive,,,,,
Nhân viên dễ thương. Bún ăn sáng ngon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,Positive,,
"Nhân viên lễ tân chưa tốt, còn lại mọi thứ đều ổn",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
"Phòng khách sạn cũng sạch sẽ tuy nhiên có phòng còn mùi hôi trong Toilet do thấm ,có phòng thì vòi sen không có chỗ máng lên,vòi rửa chảy nước nhìn bẩn lắm!!! Còn vị trí hay nhân viên từ bảo vệ,lễ tân và dọn vệ sinh chất chuyên nghiệp và thân thiện .",,,,,,,,,,,Negative,,,,,,Negative,Negative,,,,,,,,,,,Positive,,,,,
Mọi thứ ở mức ổn trừ: bể bơi nhỏ riêng ở khu villa khá bẩn ~ Check in 3pm là quá trễ khiến khách ngồi chờ la liệt ở sảnh ~,Positive,,,,,,,,,,,,,,,,,,,,,,,Negative,Negative,,,,Negative,,,,,
Phòng và dịch vụ khá là hài lòng,Negative,,,,Positive,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,
Phong đẹp mỗi tội giường hơi bé,,,,,,,,,,Positive,,,,,,,Negative,,,,,,,,,,,,,,,,,
"Đặt hiển thị 1 đêm nhưng đến khách sạn nói là 2 tiếng, lừa đảo",,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,
"chúng tôi đã có một kỳ nghỉ tại Homestead Phu Quoc Resort tuyệt vời, ngoại trừ bữa ăn sáng có quá ít sự lựa chọn.",,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,
Khách sạn ok nhân viên nhiệt tình. Vị trí gần trung tâm,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Phòng sạch sẽ và rộng rãi. Tuy nhiên đồ ăn vẫn còn hơi ít món. Phòng mình là phòng standard, không view đồi mà view ra cái bức tường, hiu hiu. Nhưng vẫn rất thích khách sạn này, lần sau có đi chắc chắn sẽ lại đặt ở đây :3",Positive,,,,Positive,,,Negative,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,Negative,
"- Gần sân bay, điểm đón xe bus vinpearl - Trước khi đi mình có liên hệ về việc đón tại sân bay, nhưng có vẻ khách sạn quên. Xuống máy bay mình phải gọi nhắc và cho thông tin lại. - Nhà hàng hiện không phục vụ bữa trưa. Buffet sáng ổn.",,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,,Positive,,Positive,Neutral,
"khách sạn sạch sê , phong sea side view đẹp thiich hop cho gia dinh , an sang it mon nhung cung ok",Positive,,,Positive,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,Positive,Negative,
"Khách sạn sạch đẹp, rộng rãi, bữa sáng đa dạng, mình thích nhất là view từ khách sạn nhìn ra thật tuyệt vời",Positive,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,
"Phòng tôi ở rất ổn luôn, 2 phòng ngủ riêng đủ cho 4-6 người. Dịch vụ nhận phòng nhanh chóng, còn được nhận trước nữa chứ. Tuyệt vời",Positive,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,
"vị trí và nhân viên phục vụ rất ok, nhưng mà nội thất bên trong cũ quá, đèn cái được cái không.",,,,,,,,,,,,,Negative,,,,Negative,,,,,,,,,,,,Positive,Positive,,,,
Mình quay lại đây lần 2 rồi. Phòng sạch đẹp ngay phố cổ mà 400k 1 đêm khá rẻ,,,,,,,,,Positive,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,
Bể bơi đang trong quá trình sửa chữa; không hỗ trợ check out muộn,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,Negative,,,,,
"Tôi có một kỳ nghĩ tuyệt vời ờ đây! phòng sạch sẽ, thoáng mát! nhân viên nhiệt tình! 10 điểm nha",,,,,Positive,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"Vị trí đẹp ngay trung tâm thành phố, hỗ trợ giúp khách thuê xe máy. Phòng rộng rãi, view đẹp, buổi sáng có ánh nắng rất sáng nhưng buổi tối phòng thiếu đèn, khá tối. Máy lạnh hoạt động tốt. Toilet sạch rộng đẹp nhưng nước tắm không nóng, minibar thì không lạnh, khăn cũ bị rách tưa chỉ, tiếp tân nam không thân thiện, đồ của khách gửi ở lễ tân thì để khách vào tự xách :)) chỉ có mỗi anh bảo vệ đứng ngay cửa là dễ thương. Đồ ăn sáng mình ăn sáng ngày 6/7 là đồ ăn mới nhưng cơm chiên tỏi của ngày 7/7 là cơm cũ hâm lại. Rất cứng, xúc xích cũng là xúc xích hấp lại, tệ thật sự khi cho khách ăn lại đồ cũ. Khách sạn nên xem xét lại khoản này. Còn phở và bánh mì của khách sạn vẫn ngon. Sữa tươi, trà, cà phê đầy đủ. Thái độ của nhân viên không xứng với 4 sao, bàn ghế phía ngoài cho khách đợi rác vương vãi, ghế cũ và mấy cái gối màu cam có mùi hôi. Lần sau mình sẽ không chọn lại TTC",Negative,,,Negative,,,,Positive,,Neutral,,,,,,,Positive,Positive,,Negative,,,,Positive,,,,,Negative,Positive,,Neutral,Neutral,
